# MOOSE 3.2 class -> UBERON crosswalk for the CT-derived atlas (D5, D7b).
#
# Hand-built and hand-checked on 27 July 2026. Every `uberon` CURIE in this file
# was verified by fetching the term back from EBI OLS4 and comparing the
# ontology's own label against `uberon_label` below — see
# scripts/ct-atlas/verify_crosswalk.py. Rows are not guesses.
#
# WHY THIS FILE EXISTS AND CANNOT BE GENERATED
# -------------------------------------------
# MOOSE ships a SNOMED-CT mapping (moosez/mappings/SNOMED.py). It does not join
# to UBERON: it uses SNOMED *structure* concepts while UBERON cross-references
# SNOMED *entire* concepts, so the join returns zero rows. Verified previously
# and recorded in docs/PHOTOREALISM_AND_PERSONALISATION.md 5.4. This table is
# the manual bridge, and it is the real integration cost of the CT pipeline.
#
# COLUMNS
#   moose_model   MOOSE model that emits the class
#   moose_class   the class name in that model's dataset.json (authoritative)
#   uberon        UBERON CURIE, or empty when no term exists (see status=flag)
#   uberon_label  the ontology's own rdfs:label, verbatim, for the check above
#   system        our closed SystemId set (src/data/schema.ts)
#   layer         our closed AnatomyLayer set (src/store.ts): organ|connective|muscle|bone
#   side          left|right|"" — needed because UBERON often has no lateral term
#   status        ok | flag  (flag = a human has to decide something here)
#                 A flag is a REVIEW marker, not an exclusion. labelmap2glb.py
#                 ships flagged rows by default with a per-structure warning,
#                 because dropping the spleen out of an anatomical atlas over an
#                 unsettled system assignment is the wrong failure. Use --strict
#                 to exclude them. Rows with an EMPTY uberon column are excluded
#                 by default regardless, since they cannot join to anything.
#   note          why, when it is not obvious
#
# NODE-NAME COLLISIONS ARE EXPECTED AND HANDLED
# ---------------------------------------------
# UBERON's laterality coverage is patchy: it has left/right terms for kidney,
# adrenal and clavicle, and none for femur, humerus, scapula, rib or hip bone.
# So `femur_left` and `femur_right` legitimately share UBERON:0000981. The GLB
# builder disambiguates the glTF node name as `UBERON_0000981.left` — the dot is
# deliberate: AtlasBody's CURIE regex needs a NON-word character after the
# digits, so `UBERON_0000981_left` would fail to parse and `.left` parses.
# The unambiguous ontology term always also travels in extras.ontologyid.
#
# SYSTEM ASSIGNMENTS FOLLOW THE PROJECT'S EXISTING CONVENTION, NOT A TEXTBOOK
# --------------------------------------------------------------------------
# Taken from docs/bodyparts3d-system-map.tsv and src/scene/anatomy/layout.ts so
# the CT atlas colours the same way the BodyParts3D atlas already does:
# liver / pancreas / gallbladder / kidney / urinary bladder -> metabolic,
# adrenal + thyroid -> endocrine, trachea -> respiratory.
# ⚠️ Those two existing files DISAGREE about kidney (layout.ts says endocrine,
# the manifest says metabolic). This file follows the manifest, because the
# manifest is what actually drives the shipped atlas. Worth reconciling.
moose_model	moose_class	uberon	uberon_label	system	layer	side	status	note
clin_ct_organs	adrenal_gland_left	UBERON:0001234	left adrenal gland	endocrine	organ	left	ok
clin_ct_organs	adrenal_gland_right	UBERON:0001233	right adrenal gland	endocrine	organ	right	ok
clin_ct_organs	bladder	UBERON:0001255	urinary bladder	metabolic	organ		ok	MOOSE says "bladder"; the class is the urinary bladder, not the gallbladder.
clin_ct_organs	brain	UBERON:0000955	brain	nervous	organ		ok
clin_ct_organs	gallbladder	UBERON:0002110	gallbladder	metabolic	organ		ok
clin_ct_organs	kidney_left	UBERON:0004538	left kidney	metabolic	organ	left	ok
clin_ct_organs	kidney_right	UBERON:0004539	right kidney	metabolic	organ	right	ok
clin_ct_organs	liver	UBERON:0002107	liver	metabolic	organ		ok
clin_ct_organs	lung_lower_lobe_left	UBERON:0008953	lower lobe of left lung	respiratory	organ	left	ok
clin_ct_organs	lung_lower_lobe_right	UBERON:0002171	lower lobe of right lung	respiratory	organ	right	ok
clin_ct_organs	lung_middle_lobe_right	UBERON:0002174	middle lobe of right lung	respiratory	organ	right	ok
clin_ct_organs	lung_upper_lobe_left	UBERON:0008952	upper lobe of left lung	respiratory	organ	left	ok
clin_ct_organs	lung_upper_lobe_right	UBERON:0002170	upper lobe of right lung	respiratory	organ	right	ok
clin_ct_organs	pancreas	UBERON:0001264	pancreas	metabolic	organ		ok
clin_ct_organs	spleen	UBERON:0002106	spleen	cardiovascular	organ		flag	UBERON term is certain; the SYSTEM is a judgement call. The spleen is a lymphoid/haematological organ and our closed set has no lymphatic id. cardiovascular is the least-wrong home (blood filtration); metabolic is the other defensible answer. Needs the same named reviewer the scoring weights need.
clin_ct_organs	stomach	UBERON:0000945	stomach	digestive	organ		ok
clin_ct_organs	thyroid_left	UBERON:0001120	left lobe of thyroid gland	endocrine	organ	left	ok	MOOSE segments the two lobes separately; UBERON has per-lobe terms, so this is exact rather than a shared-term case.
clin_ct_organs	thyroid_right	UBERON:0001119	right lobe of thyroid gland	endocrine	organ	right	ok
clin_ct_organs	trachea	UBERON:0003126	trachea	respiratory	organ		ok	Present in the shipped dataset.json but MISSING from the ENHANCE.PET bucket's labels.json. Trust dataset.json.
clin_ct_cardiac	heart_myocardium	UBERON:0002349	myocardium	cardiovascular	organ		ok	layer is deliberately organ, not muscle: AtlasBody treats layer=muscle as an outer skeletal-muscle shell with its own visibility toggle, so tagging the heart wall as muscle would hide the heart whenever muscles are hidden.
clin_ct_cardiac	heart_atrium_left	UBERON:0002079	left cardiac atrium	cardiovascular	organ	left	ok
clin_ct_cardiac	heart_atrium_right	UBERON:0002078	right cardiac atrium	cardiovascular	organ	right	ok
clin_ct_cardiac	heart_ventricle_left	UBERON:0002084	heart left ventricle	cardiovascular	organ	left	ok
clin_ct_cardiac	heart_ventricle_right	UBERON:0002080	heart right ventricle	cardiovascular	organ	right	ok
